EDA,BVP
0.0022031615855534824,0.5364347116087606
0.0034383147142926017,0.5698710287958832
0.004430018996989934,0.5779577943175606
0.005030084310302535,0.5514925849339553
0.005230842761546488,0.5035906646307483
0.005142843561919488,0.46169976070390445
0.004926506399320049,0.45024865404004805
0.00471974322533887,0.4755183717296559
0.0045959868644548044,0.5229935512115363
0.004562444540357718,0.5680940755535872
0.004585421205790097,0.5915047088376713
0.004621035210149921,0.5884499731754814
0.0046358639324519555,0.5675655496693345
0.004613955226361311,0.5428431986405956
0.004554800944653236,0.5253395782156481
0.004468133182933895,0.5192001508539422
0.004368641881709757,0.5223967730627835
0.004271185227361435,0.5298909714915393
0.00418656214910586,0.5367901331207344
0.004118523753329415,0.5402939193487926
0.004063010036704083,0.5402703212249512
0.004010197386925449,0.5386629022868745
0.003949040925164834,0.5380636883238625
0.0038728406811303624,0.5400515791671896
0.0037834628006253837,0.5440995023698046
0.0036919787265796925,0.5476843095492342
0.0036148970029101102,0.5476893721108309
0.003567203675866656,0.5424749921382763
0.0035551655098499542,0.5334072189176258
0.0035725347603078363,0.5246479155022907
0.0036027083415690877,0.5209444553575688
0.003626332597128016,0.52461437573141
0.0036302631556582904,0.5337967011233831
0.0036124759803539785,0.5434213096051359
0.003580073188388621,0.5484374763441705
0.0035423118587251156,0.5470525582500263
0.0035039177582455797,0.5416089376390768
0.00346333169520691,0.5364987431580303
0.0034166547989389834,0.5347463012133397
0.003363889446442559,0.5358016827643994
0.0033125077066282534,0.5361317128299573
0.0032753442227605564,0.5322191487551857
0.003263804246859707,0.5238869650400622
0.0032806111971923086,0.5154305781913857
0.003316820747568262,0.5132723612688076
0.0033556961949049086,0.5212777458940674
0.003382601419353449,0.5369524123691016
0.0033964151986695217,0.5517044261532543
0.0034151724182002086,0.5558071183793811
0.003468965221146717,0.5452768298368407
0.003579078630536437,0.5260244140196864
0.0037328699972536297,0.5117392338624345
0.003872434236018136,0.5156248992312179
0.003913097424063887,0.540498650988777
0.0037921411822170173,0.5741558280043644
0.0035258614831095037,0.5947613204678358
0.003238479290493222,0.5844345932410053
0.0031323223325993286,0.5424430280010787
0.0033971845323242725,0.48839170747607413
0.0040959458083601324,0.4521706251924535
0.0050909763236617785,0.456455501835704
0.00606833795342635,0.5026136281973597
0.006666942936491438,0.5688963420968585
0.006651515519873771,0.622325840935734
0.006029979299142182,0.6370933137701223
0.005043849782360195,0.6080752790743379
0.004040070355366355,0.5516213914814163
0.0033054785564334017,0.49465602027438166
0.002958043001578172,0.4603387790714095
0.002940586828137381,0.4588272347977211
0.0030963037364836964,0.4862543110148894
0.0032667487453008747,0.5293505036178492
0.0033578143311104812,0.5714055503343447
0.0033524171064157346,0.5972056472806019
0.0032832197665095425,0.5969373544883841
0.0031948244472170106,0.5693794478948007
0.00311902828471726,0.5234559192774267
0.003069439508073975,0.4764581118153605
0.0030472975749212873,0.44823275623088826
0.003046768034321451,0.452893236789812
0.0030540936654141243,0.49164329259515316
0.0030441738482414322,0.5507485478297091
0.002983409928895,0.6068548717266226
0.0028447882484742802,0.6379160794435919
0.00263133620085155,0.6338493172519534
0.0023943010479125742,0.6002446572697621
0.0022306509291998376,0.5529992306810939
0.0022528749312774815,0.5085040165783031
0.0025378394979631964,0.476848137433098
0.0030742980398651035,0.4617716169998453
0.003735899395444287,0.46460181312315296
0.0043036091092237905,0.4864299076181467
0.0045439024148928,0.5258196787542231
0.004319046576790594,0.574880610286869
0.003677794193807607,0.6188631825681304
0.002870230624171511,0.6415182232798806
0.002260920891572313,0.6334958738405474
0.002168230067923668,0.5983496087856824
0.002704324853185228,0.551754148206
0.0037005849717249573,0.5134274373001562
0.0047668351378385935,0.4961868026103475
0.005464683687809812,0.49947216915373666
0.005510258090550082,0.5120725673120463
0.004899854633221487,0.5214481334919675
0.0038928478702201464,0.5215473285112769
0.002868224855871155,0.5132192694484778
0.002141599926338008,0.49900111028177835
0.0018426656749108664,0.4792112423782184
0.0019049162083518755,0.4539883254269352
0.0021486578202391687,0.42896741742095307
0.0023924340853244833,0.4176790367587979
0.002529250634084565,0.4360356589817704
0.0025406019619847666,0.49146665135607337
0.002463386894848859,0.5746485976684479
0.0023465269997562472,0.6603460636004669
0.0022276272969703774,0.717330640995117
0.0021360495864260237,0.7218357946006673
0.002106498621443622,0.6682570237611934
0.0021813338960423685,0.573121995109867
0.0023922440337989914,0.4705607300292508
0.002731960526322192,0.3995307626151096
0.003138767598015516,0.38669056321402673
0.003511100134521412,0.43306172614468946
0.0037498801294197667,0.5129690799763262
0.0038062893786214446,0.5874115422859576
0.003706484159879424,0.6246228142277855
0.0035369903941624157,0.6156537693920158
0.003398070258686833,0.5763305833271885
0.003352582453768912,0.535705397810219
0.003400916609401299,0.5185335611130168
0.003495260633638358,0.5314054537415562
0.00358029006940454,0.5594015073992004
0.003630838831108942,0.5749560739386946
0.0036616054817231293,0.5548755543941214
0.0037055048542195125,0.4967072354144788
0.0037799153573671767,0.42440445905841556
0.0038675077223054083,0.37788159884033734
0.003925909236215134,0.39063500640855214
0.00391837968679168,0.4684006338484512
0.0038425349602291396,0.5828033088694519
0.0037360658781681656,0.6850226705393135
0.003654832488738786,0.7315041751120744
0.0036378812638875172,0.7062364222116998
0.003682854711341768,0.6271347820342567
0.0037478519132323066,0.5343746985887569
0.0037774633730667698,0.46866253297152116
0.0037350266564074334,0.451864832237565
0.0036211216919312134,0.47973249499317694
0.003469599642530751,0.5287917257176074
0.0033271217817822047,0.5714552805073374
0.0032301578825924978,0.5898668114463528
0.0031915165123587406,0.5816000219393395
0.003200620035587252,0.5564060969085198
0.0032340114075445083,0.528234783979343
0.0032688192325132366,0.5079952097478997
0.0032923750439029014,0.5003257894274717
0.0033041965818232056,0.5043324646964259
0.003310578347271608,0.5161429239214932
0.0033159388169461753,0.5311089358183091
0.0033171169689523126,0.5448751346320977
0.003305041738822565,0.5538739350464957
0.0032729286877435336,0.5560173203707955
0.00322497574907185,0.5515063274165429
0.003178561908309103,0.5429115731371276
0.00315717525636124,0.5339941895027079
0.003177748009934863,0.5278213819544364
0.0032402256005662627,0.5253896635297943
0.003326141442184125,0.5255828715325748
0.0034073600089772125,0.5263457172904935
0.003459789816876076,0.5262550731974732
0.0034740601407482366,0.5255582015398146
0.0034575716235726948,0.5260915457701884
0.0034279387076735896,0.5300783793718278
0.003402735639915876,0.5384379419063905
0.0033917324498818477,0.549645784615774
0.003395211009020243,0.5600320116154132
0.0034076737611820882,0.565573464665651
0.003423324666427486,0.5641293223867963
0.003439841446392448,0.5565382040568572
0.003459324221156763,0.5456484778968073
0.0034873427381549305,0.5338531968492699
0.0035310614438387317,0.5209731467596896
0.003596492073687208,0.5044453531352642
0.003685155959930448,0.48243291804114974
0.0037919653280283584,0.4581136744593252
0.003906583501513097,0.44147481340994166
0.004018294050801889,0.44554991880136546
0.0041212511698000345,0.47798084092241555
0.004216150491037308,0.5335089776206567
0.00430683408166775,0.5938492493398476
0.004394063662923357,0.6364254425129302
0.004470901937904945,0.6464841417280058
0.004523393376995065,0.6244430170346429
0.0045369459665447805,0.5841511565604084
0.004505079851000434,0.5442104442323565
0.004435570490490608,0.5183278383376336
0.004350432943900768,0.5099689217969877
0.004279394597543817,0.5131746679328557
0.004249447711707519,0.517982142876154
0.0042745898331810325,0.5170227485547049
0.0043498091837380504,0.5098368146206179
0.0044519231322984795,0.5028316006987766
0.004547258419750308,0.5049766758295683
0.004603124605868198,0.5215279856187902
0.00459809727260663,0.549437354718333
0.00452678585269304,0.5777355366695923
0.004398052958798279,0.5935574776141285
0.00422951569602414,0.5904448996072054
0.004042607361547302,0.5729119915837747
0.0038601377576915575,0.5530902636627262
0.003704240132329104,0.5413832079306111
0.0035911577284137635,0.5386289510549551
0.0035228505316382084,0.5366899796962822
0.003481020277234603,0.5271690438257899
0.0034309136200082455,0.5102494123394429
0.003337148569543036,0.49505263510460096
0.003184999641261022,0.4907198986567674
0.002994752976203177,0.4965112803609723
0.0028186847866610632,0.5006887293666512
0.0027194499819045976,0.4902781453695836
0.002739902726368535,0.4641815483273966
0.0028806349858498054,0.4388414195028549
0.0030981286932335378,0.44073338381752736
0.003324480840793492,0.4890437317197791
0.003496818168791698,0.5791856702369657
0.0035799781345125705,0.6791972202670271
0.0035725758642560653,0.7445360149471124
0.0034981003370123283,0.7442398643404594
0.003390339093152368,0.6809141643548808
0.003282116301861409,0.5887203703919429
0.003200468658303117,0.509315619849804
0.003165562224825707,0.4637730437568374
0.0031891047466539187,0.44261868681298155
0.003270897372131368,0.4213799474430307
0.003396106954845503,0.3877411082858338
0.0035370566109625234,0.35693917678560094
0.0036608592129355523,0.36220032926323753
0.0037403363202833657,0.42770298826407194
0.0037634231044805333,0.5454786842560951
0.003736845804311645,0.6741572398466653
0.003682439832349112,0.7605887607372722
0.003627701305306254,0.7692692007294377
0.003594781704363334,0.7007995217490086
0.003592767131713003,0.5896842177402926
0.0036160896026128887,0.485006159783263
0.0036486728513741517,0.4261342445930536
0.0036713238439370828,0.42630716380501404
0.0036697684911906254,0.4711305940351603
0.003641252878426458,0.5304418743251366
0.0035975066528070353,0.5752799307288485
0.0035617463660668884,0.5904984041253509
0.003558988930821233,0.5778657774156863
0.003602606197671654,0.5506167865781215
0.0036837494956147836,0.5243512507852486
0.0037709124092978404,0.5095040577418275
0.003822642292580797,0.5083717065500003
0.0038085199840645787,0.5167202991408999
0.00372679286757649,0.5278481732868253
0.003607281404702543,0.5364249558503262
0.003496903130834689,0.5403539714668834
0.003436505217700097,0.5404420635516987
0.003442803925512256,0.5388228808776514
0.0035045676159049105,0.5373730429427831
0.003592397504136403,0.5369164127018339
0.003674170781790915,0.5373051032076752
0.003727423729674575,0.5379611453721427
0.003744227289940884,0.5383655110469494
0.00372924150867563,0.5382135985492772
0.0036943555670367906,0.5373144603945815
0.0036530996969980985,0.535548715892072
0.0036164288807517767,0.5330875854987596
0.0035903438927192746,0.5306703597686738
0.003575654836235534,0.5295020102309356
0.0035700757565586506,0.5306397718725827
0.0035717709598671174,0.5343225736062723
0.003581934085195456,0.5398950937598472
0.0036037737464792064,0.5464817818363191
0.003637612277712585,0.5537851391565435
0.003675476922385457,0.5620942062767397
0.0037003388922016833,0.571227686295099
0.003692643482311235,0.5792505336545043
0.0036412979099980595,0.5822906549696867
0.0035522886699858444,0.5759854745449197
0.0034491233281835425,0.5576692632358223
0.003364627260441858,0.5278036417409128
0.003329024587238365,0.48999529681028786
0.003360656158009534,0.4502907739311613
0.003462617375849897,0.4167384909797909
0.003624185947484423,0.3990585107477953
0.0038239135648513245,0.4070074919704727
0.004032636517367568,0.44643404995227903
0.004217188484668313,0.5142336199469131
0.004346503984553398,0.5954876926097422
0.004400243701300711,0.6658770948476589
0.004377305726731091,0.699843326317606
0.004299674097149938,0.681667117557472
0.00420765138843818,0.6144471072071607
0.004146044815737341,0.5218751085727921
0.004145982782093188,0.44022852682454344
0.004210812356180265,0.4028332461958279
0.004313980903663492,0.42417817231758104
0.004411222796272515,0.49236306555041814
0.00446155385957008,0.5747141628698942
0.004446381794308339,0.6340902605602382
0.004376982783891643,0.6471617014518597
0.00428719352733051,0.6146956934936858
0.004216250117801447,0.5585053655960289
0.004191333479191635,0.5076065016889445
0.004218177194192878,0.48241382631060625
0.004282584102696735,0.4862802932651992
0.004359765367158849,0.5080632310107239
0.004425356502956574,0.5319721885987517
0.004462776799348025,0.5471495163855077
0.004465151811964199,0.5513923477273062
0.0044338291325565155,0.5486611154342614
0.004376871316243584,0.5441044909428603
0.0043088418578457405,0.5406716852065063
0.0042498373857025595,0.5387923177881668
0.0042207333656979805,0.537848424557337
0.004234588157153561,0.5373525150087978
0.004288620041539209,0.5369049981545853
0.0043627124640965775,0.5356265366358667
0.004426964618409374,0.5323260894121596
0.004454870596879931,0.5267740723924813
0.00443503819816575,0.5210208688681456
0.004375597123034998,0.5191868601249366
0.004300047649685105,0.5251923900973248
0.004237557850527264,0.5396507556163516
0.004212318830624188,0.5581040448086575
0.004235854135647882,0.5721660982291853
0.0043045284451883594,0.5734289264261433
0.0044025575760289985,0.5582962001588034
0.004508641829640849,0.5310870939200235
0.004602610678038113,0.5031719201014625
0.004668709538671459,0.48768311025531746
0.004695125283113875,0.49211721694788435
0.004673119703376041,0.5133287854699375
0.00459996808078259,0.538833384342527
0.00448599832400927,0.5544908919954742
0.004360254464712354,0.5539934396343976
0.004267165839222305,0.5437155870688342
0.0042512257646446505,0.53903452602536
0.004335585672087671,0.55368887799896
0.004506952287304288,0.5886571841666335
0.00471747383464503,0.628175669278696
0.004904543608948473,0.646767043470317
0.005018116526526396,0.6242994961405691
0.005040210826549996,0.5601822497214561
0.0049861731590133485,0.47710171203298274
0.004888699760402587,0.4106142421536524
0.004776102942975534,0.3899580364111169
0.004659080423248603,0.4213653677001203
0.004533386226777274,0.48399339056584256
0.00439411365620683,0.5413547738639527
0.004249345917747506,0.5620692973611868
0.004122440683306526,0.5378132738863471
0.004041408770651902,0.4874403949509937
0.004023211043360474,0.44474558697159866
0.004063569326129522,0.4380387363352725
0.004138161516207383,0.4746875633765314
0.004213470140045845,0.5393546521535141
0.004260688579452238,0.6048439674469742
0.004266203873660257,0.6470981433176232
0.004235384966086403,0.6554758663540191
0.004189475856251056,0.6344330128002518
0.004156960064836107,0.5983489950001294
0.004161835645052941,0.5638951910367399
0.0042128555964017315,0.5436892590805119
0.004298855862258969,0.5428564993028873
0.004393547057935561,0.5584158001768174
0.004468303421545463,0.5808964947984359
0.0045065057268256735,0.5978459308054682
0.0045115696587681164,0.5987909110956746
0.004504045555770244,0.5801829166803933
0.0045091401867597,0.5478134772158593
0.004541394084552315,0.5147063483218484
0.00459522619724003,0.4948440334678866
0.00464733618174682,0.4957403472731565
0.00467045385114994,0.5139596193233095
0.0046509131383274,0.5364326217778056
0.004599384625264392,0.5473595453921742
0.00454752364323441,0.5370928210187442
0.004531714562512666,0.5077301296765926
0.004573103220688733,0.47187076019970603
0.004665322004411881,0.4454563339019472
0.004776544446528616,0.43949334146528374
0.004864429827040049,0.45557466859053763
0.004896204589681735,0.48680500648758124
0.004864175043697548,0.5222473341203105
0.004789195779006743,0.5518564858761813
0.004710141678445284,0.5697913591879714
0.004664648875925805,0.5754024650663084
0.004671512112322572,0.5721750763586727
0.00472412594824288,0.5654309643016444
0.004797449615373109,0.559743598600285
0.004863121675477712,0.5569024305202207
0.004903723777266174,0.5550672969250422
0.004919188293166356,0.54954470172284
0.004923569151460357,0.5352541061849477
0.004935215725194642,0.5102915461093153
0.004965554608823904,0.4790893372592306
0.005011302671870974,0.45305049708764333
0.005053341138947599,0.4471557321699703
0.005063424270649917,0.4731633696163557
0.005017110324212791,0.5323285715693402
0.0049078330092577616,0.6113270619116781
0.004754648868440821,0.684058464804822
0.004597699036208674,0.7201130591671477
0.004481668134425367,0.6980595849394734
0.004435220725498533,0.618220043892286
0.004457916356079782,0.5071960201045093
0.004522204791063503,0.40871444518410877
0.004588982841774018,0.3632395665735601
0.004627029794931101,0.3872810178410196
0.004625023096238872,0.46500996593788657
0.004590663237568635,0.5572891627035012
0.004540214190068649,0.6221825847521877
0.004487097053420974,0.6347876735612185
0.004436790698835795,0.5963291107364855
0.004389290669628408,0.5298108713410021
0.004344880976278068,0.46667363053848004
0.004307757312604993,0.43223010437184783
0.0042850173502530725,0.43655873410897483
0.004282688926822768,0.47360411763387145
0.004302654656167929,0.5269344283704132
0.004343283401164906,0.578056039867263
0.004403171326142008,0.6132029435078846
0.004484052342087425,0.6264564664584669
0.004588560993869065,0.6193836384606105
0.004712483458078575,0.5986901251140192
0.004837140194525985,0.5732686998230533
0.00493017683264941,0.5512902471872648
